,Air India,GoAir,IndiGo,Jet Airways,Jet Airways Business,Multiple carriers,Multiple carriers Premium economy,SpiceJet,Trujet,Vistara,Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi,Total_Stops,Price,Month,Day,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Total_Duration_hr
5267,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,4176,12,5,4,50,9,50,5.0
5268,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,5883,6,15,11,25,1,30,14.08
5269,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,12717,6,6,10,0,19,0,9.0
5270,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,3850,12,5,7,55,10,15,2.33
5271,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,3597,5,27,19,35,21,55,2.33
5272,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.0,2175,9,5,13,15,14,45,1.5
5273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,7080,12,4,23,55,2,45,2.83
5274,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,8849,1,4,21,10,8,15,11.08
5275,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,9899,12,6,8,25,19,50,11.42
5276,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,4878,6,15,7,0,9,40,2.67
5277,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,7787,9,5,7,30,19,15,11.75
5278,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,3597,3,5,17,45,20,5,2.33
5279,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,5281,1,4,10,35,19,35,9.0
5280,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.0,9345,5,15,20,20,18,50,22.5
5281,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,6442,6,24,11,55,22,30,10.58
5282,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,6838,6,6,9,15,21,0,11.75
5283,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,3597,3,6,17,45,20,5,2.33
5284,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.0,3173,3,21,5,45,7,5,1.33
5285,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,13377,3,6,18,15,1,30,7.25
5286,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,9314,9,5,20,25,18,0,21.58
5287,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,9856,9,3,13,15,22,20,9.08
5288,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,8372,5,21,8,0,19,15,11.25
5289,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,7064,1,4,18,55,18,15,23.33
5290,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,4804,1,5,22,15,0,50,2.58
5291,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,13029,5,27,5,30,19,0,13.5
5292,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,7640,5,24,14,20,22,30,8.17
5293,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,22270,1,3,8,0,15,15,7.25
5294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,4441,1,4,21,5,23,55,2.83
5295,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,12898,5,27,9,0,4,25,19.42
5296,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,7064,1,4,18,55,16,20,21.42
5297,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,10844,9,6,8,25,20,45,12.33
5298,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,4174,9,6,9,0,11,25,2.42
5299,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,8529,12,6,16,30,20,45,28.25
5300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,3625,5,21,22,10,1,0,2.83
5301,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,3419,5,21,0,30,3,25,2.92
5302,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,3850,5,24,5,15,7,40,2.42
5303,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,12802,5,24,16,50,13,45,20.92
5304,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1.0,9748,6,3,15,55,21,55,6.0
5305,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,6104,3,6,17,10,1,30,8.33
5306,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,3943,6,21,21,15,0,15,3.0
5307,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,7514,3,6,6,50,16,10,9.33
5308,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,18308,6,3,19,55,22,35,2.67
5309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.0,17327,6,3,21,10,16,55,4.25
5310,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,8892,3,27,13,5,7,40,18.58
5311,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,9794,5,27,10,20,19,0,8.67
5312,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,4423,1,4,0,30,3,25,2.92
5313,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,10844,5,24,20,0,20,45,24.75
5314,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,15554,9,5,18,15,19,0,24.75
5315,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0,11982,1,5,17,45,20,5,2.33
5316,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,4049,3,6,6,25,7,55,1.5
5317,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,5618,3,24,14,20,16,55,2.58
5318,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,13591,6,27,20,15,19,15,23.0
5319,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,9508,5,27,10,0,1,30,15.5
5320,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,3543,6,18,9,45,12,0,2.25
5321,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,7229,4,18,18,55,22,0,3.08
5322,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,4668,6,18,11,30,14,20,2.83
5323,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,14388,5,21,14,5,10,5,20.0
5324,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,10844,5,15,18,55,12,0,17.08
5325,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,7690,9,6,20,40,9,25,12.75
5326,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,13067,5,21,9,35,9,45,24.17
5327,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1965,3,4,5,45,7,15,1.5
5328,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,16289,9,3,16,0,18,50,26.83
5329,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,10203,12,5,20,30,8,55,12.42
5330,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,15149,6,5,14,5,23,35,9.5
5331,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.0,9345,5,21,17,0,23,25,6.42
5332,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.0,2017,5,18,5,45,7,15,1.5
5333,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.0,9345,5,15,7,10,23,25,16.25
5334,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,6528,6,5,14,35,15,20,24.75
5335,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,15603,3,3,7,0,13,20,6.33
5336,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,13376,6,24,6,45,4,25,21.67
5337,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1.0,5583,6,27,6,5,11,20,5.25
5338,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,10577,9,6,16,0,19,0,27.0
5339,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,10651,5,15,12,0,7,40,19.67
5340,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,7594,12,6,14,5,4,40,14.58
5341,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,6857,1,5,6,50,10,30,3.67
5342,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,4423,4,27,13,0,15,50,2.83
5343,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,13344,12,6,5,30,12,35,7.08
5344,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,3971,4,27,21,10,0,5,2.92
5345,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,18371,6,24,9,0,19,0,10.0
5346,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,6643,3,27,19,10,4,25,33.25
5347,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,15077,6,3,11,30,19,15,7.75
5348,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,6121,1,5,10,0,12,45,2.75
5349,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.0,5755,3,3,13,10,14,30,1.33
5350,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,4487,9,4,20,40,9,25,12.75
5351,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1.0,5158,5,21,8,45,13,15,4.5
5352,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,8586,1,5,20,0,4,40,8.67
5353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,3100,1,6,6,20,7,40,1.33
5354,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,3210,9,5,2,55,4,20,1.42
5355,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,12373,9,5,19,15,12,35,17.33
5356,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,15135,3,3,6,40,18,50,12.17
5357,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,13292,6,27,5,30,19,0,13.5
5358,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.0,2017,6,6,13,15,14,45,1.5
5359,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,10919,12,6,14,35,12,35,22.0
5360,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1.0,12395,6,3,21,55,22,55,25.0
5361,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,3543,6,21,9,45,12,0,2.25
5362,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,2228,6,5,19,35,21,5,1.5
5363,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,8236,3,21,19,45,19,15,23.5
5364,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,11410,3,6,16,45,6,35,13.83
5365,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,15129,5,21,23,5,12,35,13.5
5366,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,3514,6,24,15,20,17,55,2.58
5367,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,13469,6,6,9,35,21,5,11.5
5368,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,3943,9,4,21,15,0,15,3.0
5369,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,7608,3,3,21,10,0,5,2.92
5370,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,6961,5,27,10,0,12,45,2.75
5371,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,12042,1,6,9,15,19,0,9.75
5372,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,62427,1,3,5,45,12,25,6.67
5373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,9586,9,3,10,30,21,25,10.92
5374,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,3543,1,6,8,20,10,35,2.25
5375,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,13882,9,6,9,25,12,35,27.17
5376,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,8781,5,24,10,20,17,35,7.25
5377,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,5192,12,6,15,10,23,30,8.33
5378,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,6442,3,27,6,40,22,20,15.67
5379,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,15554,6,5,22,50,12,35,13.75
5380,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,10844,5,21,18,55,16,20,21.42
5381,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,2754,3,4,12,0,13,30,1.5
5382,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,14067,5,21,14,0,21,0,7.0
5383,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,5140,4,27,7,25,13,35,6.17
5384,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,8330,9,5,10,35,1,30,14.92
5385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,5678,3,3,19,35,21,5,1.5
5386,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,11087,12,3,22,55,18,25,19.5
5387,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,18558,1,3,20,55,23,50,2.92
5388,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,16000,1,3,2,30,4,0,1.5
5389,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,3573,6,5,21,10,0,5,2.92
5390,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,7670,5,15,12,50,1,30,12.67
5391,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,12819,6,24,23,5,19,0,19.92
5392,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,4878,5,15,17,0,19,35,2.58
5393,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,11507,6,27,21,25,19,0,21.58
5394,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,8759,6,6,7,55,13,25,5.5
5395,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,10262,12,6,17,30,19,0,25.5
5396,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,10975,5,21,7,5,9,25,26.33
5397,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,10262,6,6,19,15,4,25,9.17
5398,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,6007,6,27,12,50,21,0,8.17
5399,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,3858,3,21,11,35,14,0,2.42
5400,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,6412,6,27,14,20,22,30,8.17
5401,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,6245,4,21,14,15,16,45,2.5
5402,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,9968,9,6,19,45,19,15,23.5
5403,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,18260,9,3,2,15,12,55,10.67
5404,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,8855,3,3,18,25,21,20,2.92
5405,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,10844,5,24,8,25,18,15,9.83
5406,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,3597,5,27,8,20,10,35,2.25
5407,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,13067,6,5,17,0,21,5,28.08
5408,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,13817,12,3,16,55,10,45,17.83
5409,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,11602,12,3,6,45,23,15,16.5
5410,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,13941,9,5,16,30,18,15,25.75
5411,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,14151,5,15,20,25,19,10,22.75
5412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,3943,5,15,4,0,6,50,2.83
5413,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,10844,12,5,6,30,18,15,11.75
5414,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.0,2753,6,18,5,45,7,15,1.5
5415,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,14714,12,6,2,15,19,0,16.75
5416,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,9646,5,18,7,5,16,10,9.08
5417,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,15554,9,5,7,5,12,35,5.5
5418,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,13261,3,18,10,30,17,45,7.25
5419,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,11087,3,18,11,40,5,5,17.42
5420,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,11507,6,15,5,30,19,0,13.5
5421,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,9424,9,5,19,0,1,30,6.5
5422,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,4937,12,4,11,40,14,30,2.83
5423,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,3257,6,6,21,10,0,5,2.92
5424,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,4823,6,5,8,30,11,20,2.83
5425,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,5277,12,5,22,5,0,25,2.33
5426,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,3873,9,4,17,10,19,40,2.5
5427,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,10844,5,24,16,30,4,40,12.17
5428,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,7198,5,27,17,0,1,30,8.5
5429,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,6094,5,15,5,10,8,0,2.83
5430,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,3943,3,5,6,5,8,50,2.75
5431,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,3943,5,15,21,15,0,15,3.0
5432,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,12681,1,4,20,0,12,0,16.0
5433,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,5613,4,15,17,0,19,35,2.58
5434,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,3873,5,24,9,0,11,25,2.42
5435,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,12898,5,27,13,0,12,35,23.58
5436,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,15129,9,5,5,30,4,25,22.92
5437,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,3911,9,5,8,20,10,35,2.25
5438,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,6015,12,6,21,5,0,20,3.25
5439,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,54826,1,3,16,55,23,0,6.08
5440,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,5073,3,27,20,30,1,35,5.08
5441,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,4326,3,21,5,15,7,35,2.33
5442,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,9443,6,24,16,40,19,15,26.58
5443,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,8040,3,6,10,20,11,50,1.5
5444,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,7229,3,4,6,0,8,45,2.75
5445,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,3943,6,15,13,0,15,50,2.83
5446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,14195,6,3,12,0,23,25,11.42
5447,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,13292,6,15,9,35,4,25,18.83
5448,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,4174,3,4,11,30,14,5,2.58
5449,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,16736,6,3,7,0,21,20,14.33
5450,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,5198,12,5,6,0,8,45,2.75
5451,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,15058,3,6,7,5,19,15,12.17
5452,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,5073,3,4,10,35,15,35,5.0
5453,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,10197,5,15,8,0,19,0,11.0
5454,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,3543,6,27,17,45,20,5,2.33
5455,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,7229,6,27,17,45,20,45,3.0
5456,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,10966,1,6,12,0,7,40,19.67
5457,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,11134,3,24,13,55,23,25,9.5
5458,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,3807,6,4,22,50,1,20,2.5
5459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,5228,6,5,13,20,16,10,2.83
5460,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,3597,12,6,14,45,17,5,2.33
5461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,4483,5,18,11,10,13,55,2.75
5462,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,10262,6,24,11,30,4,25,16.92
5463,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1.0,5158,6,6,8,45,13,15,4.5
5464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,6010,3,21,22,0,23,20,25.33
5465,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,13376,12,6,14,35,12,35,22.0
5466,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,11543,3,21,5,40,4,25,22.75
5467,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,15342,6,3,9,55,19,15,9.33
5468,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,6309,3,15,9,35,12,30,2.92
5469,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,5823,5,24,19,30,22,15,2.75
5470,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,5403,3,24,11,30,14,10,2.67
5471,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,3873,1,6,6,55,9,30,2.58
5472,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,12898,5,27,21,50,19,0,21.17
5473,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,6979,5,15,17,10,1,30,8.33
5474,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,13437,12,5,16,45,16,15,23.5
